frame,ball_x,ball_y,ball_z,action,action_name,reward,strategy,base_strategy,score_left,score_right,left_0_x,left_0_y,left_1_x,left_1_y,left_2_x,left_2_y,left_3_x,left_3_y,left_4_x,left_4_y,left_5_x,left_5_y,left_6_x,left_6_y,left_7_x,left_7_y,left_8_x,left_8_y,left_9_x,left_9_y,left_10_x,left_10_y,right_0_x,right_0_y,right_1_x,right_1_y,right_2_x,right_2_y,right_3_x,right_3_y,right_4_x,right_4_y,right_5_x,right_5_y,right_6_x,right_6_y,right_7_x,right_7_y,right_8_x,right_8_y,right_9_x,right_9_y,right_10_x,right_10_y
10,0.019624408334493637,-0.026457278057932854,0.11064975708723068,0,idle,0.0,random,random,0,0,-0.9167079329490662,-1.7213239722480012e-09,-0.3575593829154968,-0.19901567697525024,-0.4285784661769867,-0.06325291097164154,-0.4308304488658905,0.06259611248970032,-0.34132206439971924,0.19856718182563782,-0.10229537636041641,-0.07274015247821808,-0.17166106402873993,0.0008563598385080695,-0.11127115041017532,0.10291243344545364,0.07302898913621902,-0.22706662118434906,-0.006187696009874344,0.0177417304366827,-0.0264864694327116,0.1986609250307083,0.9308503866195679,-0.0017264774069190025,0.34459394216537476,0.20762698352336884,0.41485485434532166,0.06781620532274246,0.43217024207115173,-0.067294180393219,0.3286829888820648,-0.21064577996730804,0.10601785033941269,0.09905005246400833,0.19679734110832214,-0.01045768242329359,0.106862373650074,-0.11964793503284454,-0.06365479528903961,0.19783341884613037,0.012246325612068176,-0.02014412358403206,-0.09363148361444473,0.032191190868616104
11,0.022798018530011177,-0.030292654410004616,0.11057578772306442,20,keeper_rush,0.0,random,random,0,0,-0.903531551361084,-2.4037283274935817e-09,-0.345812052488327,-0.19897057116031647,-0.4159795641899109,-0.06319749355316162,-0.4182877540588379,0.06230754032731056,-0.32878902554512024,0.19838374853134155,-0.08900105953216553,-0.07078466564416885,-0.15841668844223022,0.0014895906206220388,-0.09902545064687729,0.10199432820081711,0.08613185584545135,-0.22840924561023712,0.00031413399847224355,0.021969087421894073,-0.032819703221321106,0.19640174508094788,0.9181625843048096,-0.002682417631149292,0.33165282011032104,0.2089581936597824,0.4018171727657318,0.06819544732570648,0.4197028577327728,-0.06787358969449997,0.3154856264591217,-0.21225598454475403,0.0932355597615242,0.09721330553293228,0.1847999095916748,-0.012925971299409866,0.09447460621595383,-0.12218275666236877,-0.07655294239521027,0.19670100510120392,0.016230018809437752,-0.024629492312669754,-0.10728731006383896,0.03223622590303421
12,0.023311477154493332,-0.03796936944127083,0.13869310915470123,8,bottom_left,0.0,random,random,0,0,-0.8900854587554932,-2.7447595307705797e-09,-0.3334389328956604,-0.19893856346607208,-0.4029645621776581,-0.06318419426679611,-0.4053037166595459,0.061973750591278076,-0.3158112168312073,0.19816669821739197,-0.07533996552228928,-0.06942573189735413,-0.1459246724843979,0.00222805910743773,-0.09028057008981705,0.10130007565021515,0.09958840161561966,-0.22987669706344604,0.005599236581474543,0.025957617908716202,-0.034562159329652786,0.1956365406513214,0.9051199555397034,-0.003748136106878519,0.31837767362594604,0.21030180156230927,0.38846850395202637,0.0685054287314415,0.4067818224430084,-0.06848536431789398,0.30206820368766785,-0.21390454471111298,0.0801142007112503,0.09518130123615265,0.17214743793010712,-0.014879126101732254,0.08193153142929077,-0.12516085803508759,-0.08995615690946579,0.19590604305267334,0.018344230949878693,-0.029612066224217415,-0.1212213784456253,0.03199459984898567
13,0.02355557307600975,-0.045752204954624176,0.12117129564285278,1,left,0.0,random,random,0,0,-0.8764397501945496,-3.5472085269105946e-09,-0.3205559253692627,-0.19893701374530792,-0.3896345794200897,-0.06323293596506119,-0.3919874131679535,0.06157601252198219,-0.30249643325805664,0.19791848957538605,-0.06377897411584854,-0.06838411837816238,-0.13771764934062958,0.0027908708434551954,-0.08731190115213394,0.10106027126312256,0.11260493844747543,-0.2313687652349472,0.009855386801064014,0.0273871049284935,-0.03362685814499855,0.19566640257835388,0.8918187618255615,-0.004921686369925737,0.3048509955406189,0.21164816617965698,0.3748861253261566,0.06874844431877136,0.3935207426548004,-0.06915483623743057,0.2884889543056488,-0.2155897617340088,0.06674899160861969,0.0929858535528183,0.15887945890426636,-0.015702754259109497,0.06934235990047455,-0.1285557895898819,-0.10372645407915115,0.1954527050256729,0.01915021985769272,-0.035499852150678635,-0.13535144925117493,0.03154424577951431
14,0.023821048438549042,-0.052923545241355896,0.11563453078269958,5,right,0.0,random,random,0,0,-0.862646758556366,-3.5466107828341364e-09,-0.30728599429130554,-0.19896864891052246,-0.37606823444366455,-0.06334498524665833,-0.3784228563308716,0.06111496314406395,-0.28892937302589417,0.1976298838853836,-0.056631505489349365,-0.06623359024524689,-0.13548040390014648,0.0029993089847266674,-0.09001006186008453,0.10139269381761551,0.12234091758728027,-0.23256517946720123,0.015624761581420898,0.026563163846731186,-0.029487639665603638,0.1960429698228836,0.8784339427947998,-0.006579582579433918,0.2911340892314911,0.21298342943191528,0.36112847924232483,0.06890662759542465,0.3800041079521179,-0.06986884027719498,0.2747800946235657,-0.2172693908214569,0.05306953191757202,0.09103914350271225,0.1452978402376175,-0.01582520641386509,0.05682465061545372,-0.13238468766212463,-0.1177150160074234,0.19545547664165497,0.019666321575641632,-0.04194587469100952,-0.1496155709028244,0.030889149755239487
15,0.0240759439766407,-0.059715818613767624,0.11321685463190079,3,top,0.0,random,random,0,0,-0.8502947688102722,-3.471097187457417e-09,-0.2937255799770355,-0.19904376566410065,-0.36232683062553406,-0.06354186683893204,-0.3646765649318695,0.0605689100921154,-0.2754945755004883,0.19702936708927155,-0.05131371319293976,-0.06370454281568527,-0.1386532187461853,0.003335335524752736,-0.09476363658905029,0.10176074504852295,0.1312108039855957,-0.2337554544210434,0.021062593907117844,0.025069328024983406,-0.023749202489852905,0.19687552750110626,0.865156352519989,-0.008972191251814365,0.27727392315864563,0.21430028975009918,0.3472408056259155,0.06893650442361832,0.366294801235199,-0.07060186564922333,0.26089680194854736,-0.2186403125524521,0.03910970315337181,0.08947747200727463,0.13153260946273804,-0.01574055105447769,0.044468700885772705,-0.13664591312408447,-0.13046269118785858,0.19705341756343842,0.020403435453772545,-0.04894106462597847,-0.16398446261882782,0.030171630904078484
16,0.024317070841789246,-0.06614112108945847,0.11130976676940918,16,sliding,0.0,random,random,0,0,-0.8412095904350281,-3.3407960842168904e-09,-0.2799488604068756,-0.1991683542728424,-0.34845662117004395,-0.06382576376199722,-0.3508715033531189,0.05981617420911789,-0.26499342918395996,0.1951451301574707,-0.04790864139795303,-0.06309053301811218,-0.1436205804347992,0.003398807719349861,-0.0995519831776619,0.10187196731567383,0.13644970953464508,-0.23448677361011505,0.022343091666698456,0.021932048723101616,-0.01651103049516678,0.1980540156364441,0.8520015478134155,-0.01187813375145197,0.26330357789993286,0.21558323502540588,0.33326229453086853,0.06870898604393005,0.3524423837661743,-0.07135139405727386,0.24686913192272186,-0.21963755786418915,0.024909351021051407,0.08850070834159851,0.11763904243707657,-0.015430391766130924,0.032297950237989426,-0.14127393066883087,-0.14220720529556274,0.20043733716011047,0.01977788843214512,-0.056511376053094864,-0.17843382060527802,0.029447423294186592
17,0.027010902762413025,-0.07337075471878052,0.13964831829071045,11,short_pass,0.0,random,random,0,0,-0.8330698609352112,-3.5692091842065565e-06,-0.26601237058639526,-0.19935078918933868,-0.33449459075927734,-0.06422131508588791,-0.33892524242401123,0.05769040063023567,-0.2591680884361267,0.1917547732591629,-0.04624598100781441,-0.06299732625484467,-0.1487511396408081,0.0029723241459578276,-0.10075592994689941,0.10178571939468384,0.13686911761760712,-0.23454585671424866,0.022515278309583664,0.017596203833818436,-0.007891249842941761,0.19943027198314667,0.8388737440109253,-0.014993981458246708,0.2492481768131256,0.21682150661945343,0.31923049688339233,0.06820496916770935,0.33848583698272705,-0.07212896645069122,0.23271925747394562,-0.21990513801574707,0.01054507214576006,0.0883336067199707,0.10367489606142044,-0.014757810160517693,0.020351147279143333,-0.14624349772930145,-0.154348224401474,0.20395636558532715,0.019790057092905045,-0.06447763741016388,-0.19294093549251556,0.02871193177998066
18,0.03329411521553993,-0.0821041390299797,0.14321687817573547,3,top,0.0,random,random,0,0,-0.8297351598739624,-6.15294193266891e-05,-0.25195884704589844,-0.1995992660522461,-0.32046860456466675,-0.06473088264465332,-0.3301146924495697,0.0533025749027729,-0.257729709148407,0.18779681622982025,-0.04375723749399185,-0.06268147379159927,-0.15122294425964355,0.002510810038074851,-0.10067223012447357,0.10171747952699661,0.13686911761760712,-0.23454585671424866,0.0234089195728302,0.012278540059924126,0.001155473873950541,0.20083604753017426,0.825869619846344,-0.01841997541487217,0.2351262867450714,0.21800599992275238,0.30520278215408325,0.06724903732538223,0.32445377111434937,-0.07293710857629776,0.21857334673404694,-0.21915097534656525,-0.003880671691149473,0.08860886096954346,0.08968959748744965,-0.013712615706026554,0.008654025383293629,-0.1515284776687622,-0.1668197512626648,0.2075890749692917,0.022916696965694427,-0.07236076146364212,-0.20748843252658844,0.02795591950416565
19,0.039246462285518646,-0.0904328003525734,0.12754814326763153,32,release_switch,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.23782072961330414,-0.19991964101791382,-0.3064025640487671,-0.06538067013025284,-0.32324352860450745,0.0472683385014534,-0.25944283604621887,0.1837804913520813,-0.042331136763095856,-0.06471998989582062,-0.1508103758096695,0.0022495179437100887,-0.09741884469985962,0.10087292641401291,0.13686911761760712,-0.23454585671424866,0.025371316820383072,0.00640824344009161,0.011045727878808975,0.20229992270469666,0.8136480450630188,-0.02294785901904106,0.22094964981079102,0.21911746263504028,0.2912382483482361,0.06579174846410751,0.31037503480911255,-0.07382832467556,0.20475763082504272,-0.21733538806438446,-0.018330933526158333,0.08806313574314117,0.07565353810787201,-0.012636726722121239,-0.0027837143279612064,-0.15709729492664337,-0.17950774729251862,0.21134689450263977,0.027896448969841003,-0.0799626037478447,-0.2220602184534073,0.027148278430104256
20,0.04468825086951256,-0.09813210368156433,0.11737664043903351,3,top,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.22362291812896729,-0.200326070189476,-0.2923150360584259,-0.06618139892816544,-0.32060205936431885,0.04039693623781204,-0.2626233696937561,0.18120534718036652,-0.042243506759405136,-0.06816160678863525,-0.14722518622875214,0.0016296961111947894,-0.09237244725227356,0.09983082115650177,0.13686911761760712,-0.23454585671424866,0.027932168915867805,0.0004433922586031258,0.021934891119599342,0.20384886860847473,0.802600085735321,-0.028643716126680374,0.20672929286956787,0.22015154361724854,0.2775239944458008,0.06349379569292068,0.2962767779827118,-0.07486758381128311,0.1933428794145584,-0.21402166783809662,-0.032661959528923035,0.08659272640943527,0.06154873967170715,-0.011727525852620602,-0.013968824408948421,-0.16291402280330658,-0.1921921670436859,0.21541836857795715,0.03322744742035866,-0.08751954138278961,-0.23660969734191895,0.02605346404016018
21,0.04980659484863281,-0.10539091378450394,0.11116140335798264,6,bottom_right,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.20938414335250854,-0.2008221596479416,-0.2782229781150818,-0.06714967638254166,-0.32155948877334595,0.03348196670413017,-0.26746445894241333,0.1814962774515152,-0.04253671318292618,-0.07251991331577301,-0.14201615750789642,0.0007560426602140069,-0.08573431521654129,0.09867118299007416,0.13686911761760712,-0.23454585671424866,0.028565654531121254,-0.00524089764803648,0.033700548112392426,0.2054399996995926,0.793612003326416,-0.03410804271697998,0.19246967136859894,0.22107867896556854,0.26441633701324463,0.059969328343868256,0.2821802794933319,-0.07608413696289062,0.1846017837524414,-0.20874899625778198,-0.04671740159392357,0.08419043570756912,0.04785304516553879,-0.011448957026004791,-0.0251237191259861,-0.16878047585487366,-0.2047862708568573,0.2198163866996765,0.03904176503419876,-0.09529171139001846,-0.2511071562767029,0.02462519332766533
22,0.05464153364300728,-0.11224783211946487,0.10958640277385712,16,sliding,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.19512079656124115,-0.20143234729766846,-0.26414427161216736,-0.06831435114145279,-0.32463961839675903,0.027879128232598305,-0.27335992455482483,0.1828998625278473,-0.042623307555913925,-0.07454252988100052,-0.1353026181459427,-0.00039478149847127497,-0.07849010825157166,0.09710724651813507,0.13686911761760712,-0.23454585671424866,0.025209808722138405,-0.010172360576689243,0.04618878662586212,0.2069673091173172,0.7885929346084595,-0.03827942535281181,0.1781773865222931,0.2218898981809616,0.25242480635643005,0.0555795393884182,0.26813554763793945,-0.07762515544891357,0.17604181170463562,-0.20286288857460022,-0.059867992997169495,0.08091512322425842,0.03760315105319023,-0.013410895131528378,-0.036290496587753296,-0.17465558648109436,-0.21713358163833618,0.22463935613632202,0.04533529281616211,-0.10318318009376526,-0.2653213143348694,0.02228582091629505
23,0.059202954173088074,-0.11871682107448578,0.11070985347032547,18,release_dribble,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.18084490299224854,-0.20216155052185059,-0.2500927150249481,-0.06968195736408234,-0.3293447494506836,0.02284429594874382,-0.27937233448028564,0.1847497820854187,-0.04263043776154518,-0.07470913231372833,-0.12727826833724976,-0.001886366168037057,-0.0718766450881958,0.09508056193590164,0.13770052790641785,-0.23631513118743896,0.01853129081428051,-0.013943705707788467,0.05923202261328697,0.20841096341609955,0.786146879196167,-0.041501328349113464,0.16385485231876373,0.22254717350006104,0.24376870691776276,0.051910437643527985,0.2541736662387848,-0.07951290160417557,0.16879627108573914,-0.19818271696567535,-0.07059723883867264,0.07698757946491241,0.03026205115020275,-0.018017418682575226,-0.04744485020637512,-0.18055398762226105,-0.22912460565567017,0.22992193698883057,0.05177117884159088,-0.11109568923711777,-0.2788552939891815,0.01860196888446808
24,0.06350530683994293,-0.12481839209794998,0.11053206026554108,5,right,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.16656892001628876,-0.2030324935913086,-0.236092671751976,-0.07130104303359985,-0.3324846029281616,0.018995655700564384,-0.28584805130958557,0.1873178482055664,-0.04057534039020538,-0.07475172728300095,-0.11840900033712387,-0.003667047480121255,-0.06390654295682907,0.09286224097013474,0.1385299116373062,-0.23949408531188965,0.013024901039898396,-0.0174558088183403,0.0727139338850975,0.20968234539031982,0.7856709361076355,-0.042493127286434174,0.1495053619146347,0.22300425171852112,0.240247443318367,0.048547543585300446,0.24043263494968414,-0.08201629668474197,0.16330686211585999,-0.19650910794734955,-0.08047179132699966,0.0719577819108963,0.022613057866692543,-0.023399213328957558,-0.05856703221797943,-0.18648774921894073,-0.2398698776960373,0.23518554866313934,0.057238612323999405,-0.1177915632724762,-0.29154372215270996,0.013791740871965885
25,0.06756388396024704,-0.13057424128055573,0.1092485561966896,7,bottom,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.1523042768239975,-0.2040635496377945,-0.2221607118844986,-0.07318021357059479,-0.3350618779659271,0.015106141567230225,-0.2923208177089691,0.19053985178470612,-0.03667982667684555,-0.07384046912193298,-0.10900112986564636,-0.00567814614623785,-0.0539717860519886,0.09065383672714233,0.13938608765602112,-0.24339868128299713,0.007597633171826601,-0.02176106907427311,0.08653107285499573,0.21074913442134857,0.7856565117835999,-0.04254905879497528,0.13557109236717224,0.2232426553964615,0.2410935014486313,0.044759977608919144,0.22775661945343018,-0.08488435298204422,0.15817943215370178,-0.19684116542339325,-0.09098449349403381,0.06577962636947632,0.014612757600843906,-0.029291914775967598,-0.06988237053155899,-0.1922672688961029,-0.24656248092651367,0.23980747163295746,0.06258581578731537,-0.12385241687297821,-0.30354511737823486,0.008421146310865879
26,0.055871009826660156,-0.1400105208158493,0.23271587491035461,15,release_sprint,0.0,random,random,0,0,-0.8294745087623596,-7.745194307062775e-05,-0.13808713853359222,-0.20525649189949036,-0.2083195298910141,-0.07534203678369522,-0.3380437195301056,0.010574573650956154,-0.298844575881958,0.1946432888507843,-0.03503942862153053,-0.0704544335603714,-0.09879441559314728,-0.007995173335075378,-0.04356550797820091,0.08839714527130127,0.14100593328475952,-0.24721191823482513,0.0033110224176198244,-0.026705846190452576,0.09973511844873428,0.2114664614200592,0.7856565117835999,-0.04254905879497528,0.12510371208190918,0.22321933507919312,0.2442903369665146,0.041195716708898544,0.21892805397510529,-0.08692114800214767,0.1564830243587494,-0.1995362937450409,-0.10136689245700836,0.06071419641375542,0.008118211291730404,-0.03510540351271629,-0.08190669864416122,-0.19720794260501862,-0.2485487461090088,0.24463610351085663,0.06801056861877441,-0.12805280089378357,-0.31420427560806274,0.0026485929265618324
27,0.028786594048142433,-0.15267810225486755,0.43708762526512146,28,release_keeper_rush,0.0,random,random,0,0,-0.8271133899688721,-0.0004990482120774686,-0.12598028779029846,-0.2062755823135376,-0.19459234178066254,-0.07780393213033676,-0.34035080671310425,0.004996419418603182,-0.30459320545196533,0.1993735283613205,-0.03476158156991005,-0.06613189727067947,-0.08831651508808136,-0.011041088961064816,-0.03254659101366997,0.08601955324411392,0.14364024996757507,-0.2506794333457947,0.0021873970981687307,-0.032172683626413345,0.11058934777975082,0.21175165474414825,0.7856565117835999,-0.04254905879497528,0.12056920677423477,0.22308748960494995,0.24828402698040009,0.03886573761701584,0.21525701880455017,-0.08781000971794128,0.156592458486557,-0.2034916877746582,-0.11174967885017395,0.05778561532497406,0.005218183621764183,-0.04056408628821373,-0.09157554060220718,-0.2012002021074295,-0.24682237207889557,0.24858899414539337,0.07228147983551025,-0.13149230182170868,-0.3235594928264618,-0.0038140013348311186
